33,5,2,2,1,3,1,3
0,29,7,5,3,2,2,2
0,2,31,0,3,6,3,5
5,0,0,33,7,2,3,0
1,2,0,11,28,7,1,0
0,0,0,1,1,45,3,0
2,2,1,0,1,10,33,1
1,2,9,2,1,7,4,24
