37,0,0,1,3,1,4,4
0,30,5,3,3,3,0,6
1,7,24,0,1,4,2,11
4,0,0,30,8,5,1,2
1,1,2,10,24,5,5,2
1,0,1,1,0,42,4,1
3,1,1,1,2,6,35,1
1,4,6,3,0,7,3,26
